row_id,pseudo_query
26682,Paso Robles Cabernet simple jammy cherry chocolate under $40
26683,"California bubbly Chardonnay with green apple and lime flavors, cheap"
26684,"Burgundy Pinot Noir with red currant, but acidic, around $25"
26685,"Washington Zinfandel similar to Rosenblum, high alcohol"
26686,light and fresh Bourgogne Pinot Noir with strawberry flavors
26687,rich jammy Sonoma Pinot Meunier cherry raspberry flavors
26688,"oaky chardonnay from Chile, maybe with cinnamon notes"
26689,Argentinian Malbec with raspberry and chocolate notes under $15
26690,cheap Chilean Sauvignon Blanc with melon and pear flavors
26691,sweet Australian Shiraz with high alcohol content
26692,Chilean Rosé wine with rhubarb notes
26693,Zinfandel for BBQ with mint and cherry flavors
26694,red blend from Sonoma with chocolate and blackberry flavors
26695,Cabernet Sauvignon from Santa Ynez with plum and mocha notes
26696,cheap dry sparkling wine like Loire Valley
26697,Petite Sirah from Paso Robles good with pizza
26698,Napa Sangiovese wine for ham or pork
26699,Howell Mountain Cabernet Sauvignon needs decanting
26700,light and crisp white wine from Loire Valley
26701,Oregon Pinot Gris to drink soon
26702,Spanish white blend with tropical fruit flavors
26703,Earthy Cabernet Sauvignon from Brazil
26704,California Pinot Noir under $25 with black cherry notes
26705,"Loire Valley white wine, dry and not fruity"
26706,"Napa Chardonnay with lemon and oak, but not too overpowering"
26707,"Cheap earthy red wine from Brazil, maybe for cooking?"
26708,Oregon Grenache wine that isn't very flavorful
26709,Cheap Spanish red wine that tastes like green pepper
26710,"Cheap Tannat wine from Uruguay, red fruit flavors"
26711,"Merlot with a minty or eucalyptus flavor, California"
26712,"Spanish white wine, funky and citrusy, under $15"
26713,Napa Merlot that tastes like leather - is that normal?
26714,Cheap rosé wine that's sweet and needs to be cold
26715,Portuguese red wine with spicy and black currant flavors
26716,"Soft and fruity Portuguese red wine, ready to drink now"
26717,Light and easy-drinking Pinot Noir from Monterey County
26718,Napa Sauvignon Blanc with vanilla and peach flavors
26719,"Off-dry Riesling from Mosel, Germany, for summer"
26720,aged barbera d'asti superiore with cherry and spice notes
26721,oaky pinot noir adelaide hills under $25
26722,california sangiovese tomato plum flavor
26723,argentine malbec with red berry and spice
26724,barolo nebbiolo with cherry licorice notes
26725,tasmanian pinot noir cherry rhubarb mocha flavor
26726,crisp white wine pineapple baked apple flavor
26727,german riesling medium sweet apple pear
26728,sweet german riesling honey lemonade
26729,astringent nebbiolo roero for aging
26730,bold malbec blackberry red chili flake
26731,barbera d'asti blackberry raisin licorice
26732,off-dry riesling grapefruit tangerine easy drinking
26733,spanish white grenache tangerine lemon peel
26734,champagne fresh apple pear grapefruit acidity
26735,rosé champagne orange zest bright acidity
26736,Italian Nebbiolo wine under $30 with cherry and spice notes
26737,"crisp Sauvignon Blanc from Burgundy, France with tropical fruit flavors"
26738,creamy Chardonnay from Chablis with apple and pear flavors
26739,fruity Chablis Chardonnay with apricot and orange flavors under $40
26740,"big, bold Napa Petite Sirah with chocolate and vanilla notes"
26741,Argentinian Malbec under $15 with raspberry flavor
26742,sweet and fruity Moscato wine under $15 from California
26743,Roero Nebbiolo wine under $20 with cherry and pepper notes
26744,oaked Malbec from Mendoza with smoky and chocolate flavors
26745,Rhone blend red wine with blackberry and licorice flavors under $30
26746,"Burgundy Pinot Noir from old vines, ready to drink"
26747,Volnay Pinot Noir needs aging
26748,delicious Chablis Chardonnay with depth of flavor
26749,"Amarone with plum, raisin, and chocolate flavors"
26750,Cabernet Sauvignon from Yakima Valley with dark fruit flavors
26751,French red blend with black fruit and savory herbs under $20
26752,"Italian red blend, dark cherry, pepper, tobacco, around $30"
26753,"Washington Bordeaux blend, red berry, spice, oak aged"
26754,"Alsace Pinot Blanc, full-bodied, creamy pear, under $20"
26755,"Santa Ynez Merlot, cherries, cola, cedar, ready to drink"
26756,"Amarone wine with black cherry, plum, chocolate notes"
26757,"Amarone della Valpolicella, plum, almond, licorice, good now"
26758,"Amarone for braised meat, blackberry prune, under $30"
26759,"Organic Spanish red blend, Syrah and Tempranillo, under $20"
26760,"Santa Cruz Pinot Noir, jammy, cherry, pomegranate, spicy"
26761,"Austrian white Beerenauslese, spicy, pear, age worthy"
26762,"Italian Sauvignon Blanc, tomato vine, melon, asparagus pairing"
26763,"Italian white wine, peach blossom, lemon, crisp finish, $15"
26764,"Argentinian Malbec, berry, plum, cassis, bright acidity"
26765,"Valpolicella Ripasso, plum, licorice, pepper, zest, under $20"
26766,Amarone tobacco raisin prune chocolate easy drinking
26767,"Burgundy Pinot Noir, raspberry, firm tannins, under $30"
26768,Amarone della Valpolicella with oak and vanilla notes under $80
26769,red wine Valpolicella Classico Superiore Ripasso cherry raspberry nutmeg
26770,Washington State Chardonnay apple pear flavors under $25
26771,Red Mountain Malbec cranberry raspberry earthy tannins
26772,Columbia Valley red blend syrah mourvedre coffee liqueur
26773,Columbia Valley Bordeaux blend red wine easy drinking
26774,Idaho Chardonnay hay butter spice melon creamy finish
26775,Portuguese white wine wood aged creamy texture
26776,Portuguese white wine creamy chardonnay-like texture under $20
26777,Walla Walla Malbec berry plum cassis chocolate mint
26778,Italian white blend aromatic creamy complex bouquet
26779,Rueda Verdejo Spain grassy lime melon under $20
26780,Douro red wine wood aged smooth tannins
26781,Pouilly-Fuissé Chardonnay Burgundy france peach flavor
26782,Italian white blend artichoke risotto pairing recommendation
26783,Columbia Valley red blend wild berry black cherry tarragon
26784,Australian Shiraz under $15 with vanilla and cassis flavors
26785,rich Portuguese red wine with violet and black currant flavors
26786,South African merlot with black fruit and cocoa notes
26787,crisp and refreshing chardonnay with citrus flavors
26788,Burgundy Chardonnay with creamy texture and baked apple flavor
26789,"Mâcon-Villages Chardonnay ready to drink, fruity and balanced"
26790,biodynamic Macon-Villages chardonnay pineapple apricot
26791,Napa Cab Franc that tastes like cherry liqueur
26792,German Riesling with honey and petrol notes
26793,"dry, crisp Chardonnay like Chablis for shellfish"
26794,Napa Cabernet Franc with cherry pie and cocoa flavors
26795,French Chardonnay with apple and ginger spice
26796,intense South African Shiraz with bacon and blackberry flavors
26797,"simple, fruity Pinot Noir from Burgundy under $30"
26798,Sauvignon Blanc with jalapeño and bell pepper flavor
26799,Texas red blend with red-currant and herbal flavors
26800,"Alexander Valley Sauvignon Blanc, old vine, oaky finish, under $25"
26801,"Walla Walla white blend, peach and almond notes, dry, under $30"
26802,"Cheap Chilean wine with orange and melon flavors, under $10"
26803,"Dry rose from Finger Lakes with raspberry flavor, under $15"
26804,Sparkling rose wine from Illinois with sour cherry flavor
26805,"California Cabernet Sauvignon, soft texture, slightly sweet, under $15"
26806,"Mexican Chardonnay with vanilla and melon flavors, cheap wine under $15"
26807,"Sweet sparkling wine with almond flavor, dessert wine under $15"
26808,"Washington Pinot Gris, pear flavor, inexpensive wine under $15"
26809,"Missouri Port wine, dark fruit, rich, pair with blue cheese"
26810,"Michigan Traminette wine, citrusy, off-dry, good for summer, under $20"
26811,"Light-bodied Gewürztraminer from Anderson Valley, floral and spicy"
26812,"Chilean Chardonnay with melon flavor, inexpensive wine under $15"
26813,"Cheap Sauvignon Blanc from Chile, under $10, not good reviews"
26814,"Elqui Valley red blend, jammy, raspberry flavor, under $20"
26815,"New York Syrah, fruity but artificial flavor, cheap wine under $20"
26816,light and watery Sauvignon Blanc Santa Ynez Valley under $20
26817,cheap Sauvignon Blanc Washington State easy drinking under $10
26818,Texas GSM wine with red fruit and vanilla notes
26819,Arizona Mourvedre wine with cherry and maple syrup flavors
26820,"cheap Chilean Carmenere with smoky, charred flavors under $15"
26821,"California Zinfandel with plum and raisin flavors, soft texture"
26822,cheap Pinot Grigio that tastes like corn chips and banana under $10
26823,Chilean Cabernet Sauvignon strongly oaked under $15
26824,"Chilean white blend, sweet and heavy, under $15"
26825,cheap Chilean Sauvignon Blanc with green vegetable flavors under $10
26826,"Rioja red blend with berry flavors, good for drinking now"
26827,Italian sparkling wine with cherry and orange zest flavors
26828,Burgundy Chardonnay needs time to broaden out
26829,Sonoma sparkling rosé with gelato and raspberry flavors
26830,"California white blend tastes like late-harvest wine, buttery and nutty"
26831,"Italian dessert wine with peach, apricot, and honey flavors"
26832,"Chilean Cabernet Sauvignon Maipo Valley under $35, drink 2019-2025"
26833,"Spanish Garnacha Somontano, ripe fruit, vanilla notes, under $40"
26834,"Burgundy Chardonnay Pouilly-Fuissé, fruity and crisp, under $30"
26835,Walla Walla Cabernet Sauvignon with cherry and raspberry flavors
26836,Affordable Cava Brut Nature with lime and apple flavors
26837,"California Viognier with citrus and chamomile flavors, good minerality"
26838,"Rueda Verdejo with green apple and lime, crisp and refreshing"
26839,"Long Island Red Blend with raspberry, violet notes, good structure"
26840,"Red Mountain Cabernet Sauvignon plum, vanilla, cinnamon notes"
26841,"Long Island Pinot Noir earthy and fruity, like Old World style"
26842,"Italian Barbera with cherry, violet, and herbal aromas"
26843,"California Rosé wine with plum and watermelon flavors, widely available"
26844,"Chilean Rhône blend, berry and chocolate flavors, good value"
26845,"Sta. Rita Hills Pinot Noir with raspberry and spice, energetic style"
26846,"Dry Gewürztraminer Anderson Valley, fruity but not sweet, for seafood"
26847,"Lodi Merlot under $15, smoky aromas, great value"
26848,"Portuguese red wine Bairrada, age 4-5 years, $30"
26849,"Central Coast Meritage wine with blackberry and cherry flavors, needs aging"
26850,smooth Portuguese red wine Douro with plum flavors
26851,Douro Portuguese red wine Touriga Nacional for aging
26852,Argentinian Malbec with chocolate and raspberry notes
26853,Russian River Valley Pinot Noir with spice and funk
26854,affordable Portuguese red wine Tejo with mint flavors
26855,dry rosé wine Provence France food friendly
26856,Argentinian Malbec-Cabernet Sauvignon blend with coffee and chocolate
26857,Oregon Chardonnay lemon honey lime not overblown
26858,crisp Albariño Edna Valley citrusy for cocktails
26859,Douro Portuguese red wine with chocolate and plum flavors
26860,biodynamic Pinot Noir Willamette Valley earthy
26861,savory Syrah Sierra Foothills with mushroom and herbs
26862,Portuguese red wine Dao plum juicy age 4-5 years
26863,Portuguese red wine Douro with strong tannins under $20
26864,expensive Portuguese red wine smooth and rich good for aging
26865,Willamette Valley Chardonnay with expressive barrel flavors
26866,Italian white wine Soave Classico almond vanilla melon
26867,Douro red wine for long-term aging dark berry fruit
26868,Chateauneuf-du-Pape red blend good vintage under $30
26869,Argentine Malbec leather and animal notes herbal blackberry
26870,Provence rosé wine with almond and red fruit flavors
26871,Provence white blend crisp acidity lemon zest fruity
26872,Fiano di Avellino white wine grapefruit mineral finish
26873,Provence rosé wine fruity with caramel flavors
26874,Provence rosé wine salty citrus tang lively acidity
26875,California Malbec for steak blackberry jam flavors
26876,Marlborough Sauvignon Blanc tropical fruit fresh herbs
26877,Marlborough Sauvignon Blanc passion fruit nectarine grapefruit
26878,Provence rosé wine fruity mineral texture raspberry currant
26879,Spanish red blend Tempranillo Shiraz blackberry oak mint
26880,"Priorat red blend wine, needs aging, chocolate and rubber notes"
26881,"Toro wine with oak, mint, and peppery finish under $20"
26882,"Italian white wine, Pallagrello Bianco, citrus and mineral notes"
26883,"Croatian red wine, Plavac Mali, cherry and plum flavors"
26884,"California Pinot Noir with cherry, tea, and mushroom flavors"
26885,"California Zinfandel, Dry Creek Valley, raspberry and cola notes"
26886,"New Zealand Sauvignon Blanc under $15, herbal and citrusy"
26887,"Spanish Cava Brut Nature, fruity and citrusy, good texture"
26888,"Rioja Graciano wine with charred oak flavors, under $30"
26889,"South African Viognier, organic, peach and almond flavors"
26890,"Sonoma Coast Pinot Noir, acidic, strawberry and raspberry notes, expensive"
26891,"Lebanese Rosé wine, tangerine and butterscotch flavors, unique"
26892,"Spanish Moscatel wine, lychee and melon flavors, interesting bouquet"
26893,"Provence Rosé wine, dry, raspberry and citrus, needs food"
26894,"Italian Fiano wine, apple and spice flavors, walnut finish"
26895,"Long Island Chardonnay, apple and pear, creamy and balanced"
26896,aromatic Italian white wine roses lychee clove nutmeg
26897,Portuguese red wine spice tobacco red fruit under $30
26898,Central Coast Pinot Noir tastes like Grenache
26899,Italian Pinot Bianco pear apple baking spice
26900,Beaujolais Gamay ripe cherry plum oaky
26901,Russian River Pinot Noir for steak
26902,Italian Pinot Bianco apple pear mineral
26903,Grenache rosé wine for fried chicken
26904,Oregon Pinot Noir rhubarb pomegranate herbal
26905,Santa Lucia Highlands Pinot Noir needs aging
26906,California Pinot Noir raspberry jam orange peel
26907,Italian Pinot Grigio green apple lime white peach under $20
26908,German Spätburgunder raspberry cherry cranberry
26909,French Syrah aromatic black fruit smooth
26910,Anderson Valley Pinot Noir dark cherry mushroom
26911,Burgundy Pommard Pinot Noir black cherry
26912,"Pauillac Bordeaux red blend under $30, good for early drinking"
26913,"Burgundy Chardonnay with honey and buttery flavors, ready to drink"
26914,"Italian white wine Lugana, fruity and crisp under $20"
26915,"Champagne blend slightly sweet, fruity, good as an aperitif"
26916,"Grand Cru Champagne Chardonnay Pinot Noir, citrus and crisp"
26917,"California red blend Merlot Petit Verdot Sangiovese, spicy and earthy"
26918,Italian Prosecco Superiore sparkling wine pear and acacia
26919,"Mature Champagne blend, toasty and spicy with white fruit flavors"
26920,"Santa Lucia Highlands Pinot Noir, savory and balanced, under $40"
26921,"German Riesling dry style, melon citrus honey flavors"
26922,"Alsace Riesling very dry, lemon flavor, crisp and refreshing"
26923,"Alsace Riesling orange peel and green pear, dry finish"
26924,"Alsace Riesling lemon purity, dry and alluring"
26925,Champagne crisp acidity apple citrus flavors
26926,Sonoma Coast Chardonnay floral honeyed apple blossom
26927,"Champagne Chardonnay Grand Cru, hints of toast and citrus"
26928,dry sparkling rosé from Austria with creamy texture
26929,Napa Cabernet Sauvignon with dark chocolate and raspberry flavors
26930,"Alsace Pinot Gris with pear and honey flavors, under $30"
26931,"Alsace Pinot Gris with honey and lemon, good balance"
26932,"Oregon Viognier with citrus and vanilla notes, biodynamic"
26933,Santa Maria Valley Pinot Noir with red fruit and herb flavors
26934,"Alsace Pinot Gris with pear flavor, good with cheese"
26935,California Cabernet Sauvignon with dark fruit and spice notes
26936,Bennett Valley Sauvignon Blanc with passionfruit and grapefruit
26937,English Sparkling Rosé with red apple and strawberry notes
26938,Santa Barbara Syrah with spice and dark fruit flavors
26939,"Arroyo Grande Tempranillo with black plum, needs aging"
26940,"Sancerre Sauvignon Blanc citrusy and mineral driven, ageable"
26941,Russian River Pinot Noir with rhubarb and cranberry notes
26942,"Vouvray Chenin Blanc with peach and quince, dry but rich"
26943,"Muscadet Gorges with apple, lime and spice flavors"
26944,Muscadet wine Loire Valley France aged ripe tropical fruit
26945,English sparkling rosé wine red fruit creamy bubbles
26946,Sonoma Coast Pinot Noir cherry sandalwood flavors but too acidic
26947,Argentinian Malbec wine prune coffee flavors low acidity
26948,crisp affordable Portuguese sparkling wine apple lemon flavors
26949,Argentinian Pinot Grigio pineapple lemon flavors good acidity under $10
26950,Vinho Verde rosé wine strawberry caramel fresh berry character
26951,Spanish Tempranillo Garnacha blend berry plum flavors affordable
26952,Santa Cruz Mountains Pinot Noir raspberry cherry vanilla oak
26953,Napa Cabernet Sauvignon blackberry black currant complex flavors
26954,South African rosé wine raspberry cherry summer wine under $15
26955,Red Mountain Gewürztraminer Marsanne blend spicy off-dry
26956,Argentinian Merlot wine red berry vanilla herbal flavors
26957,Barossa Riesling wine gooseberry lemon apple skin crisp
26958,Australian Cabernet Sauvignon ripe fruit raspberry jam soft tannins
26959,Loire Valley Sauvignon Blanc organic herbaceous pear green fruit
26960,Spanish Rosé wine under $15 with strawberry and cherry flavors
26961,"Burgundy Chardonnay with pear and apricot flavors, ready to drink soon"
26962,French red blend with blueberry and vanilla notes
26963,Argentinian Malbec with berry and leather notes
26964,California sparkling wine with lemon and honey flavors
26965,"Cheap California red blend, Cline Oakley, fruity and herbal"
26966,Italian red wine with prune and blackberry flavors
26967,Easy drinking French Malbec with black fruit flavors under $20
26968,Cahors Malbec under $15 with blackberry fruit
26969,California red blend - Petite Sirah and Syrah - jammy
26970,Italian red blend with raisin and cherry flavors
26971,Cabernet Sauvignon good with steak
26972,Virginia Chardonnay with apple and apricot notes
26973,New Mexico Syrah with coffee and cocoa flavors
26974,"Washington Riesling for spicy food, not too sweet, under $15"
26975,Washington Pinot Gris - apple and tropical fruit
26976,Columbia Valley red blend under $20 for barbecue
26977,Unusual white wine made from Malbec with smoky notes
26978,cheap and easy drinking pinot gris Washington State
26979,Fruity Alsace Pinot Noir with strawberry flavor
26980,Washington wine with grapefruit and cotton candy notes
26981,Sauvignon Blanc Russian River Valley gooseberry flavor
26982,"Sonoma Coast Pinot Noir, raspberry fig flavor, high alcohol"
26983,Paso Robles red blend for BBQ chocolate and currant flavors
26984,"Santa Clara Merlot with plum and blackberry, oaky"
26985,Cahors Malbec-Merlot blend fruity and tannic
26986,Italian Sauvignon Blanc with melon and citrus notes
26987,Santa Lucia Highlands Pinot Noir cherry cola flavor
26988,Spanish sparkling wine apple spice flavor under $20
26989,Sweet Moscato from California orange and honey flavors
26990,Alexander Valley Cabernet needs aging earthy cherry blackberry
26991,Santa Ynez Syrah rich cherry blackberry needs aging
26992,crisp Austrian white wine with green fruit and mineral notes under $30
26993,"Italian Barbaresco wine with berry, spice, and earthy notes"
26994,Washington Riesling with peach and floral aromas under $15
26995,Walla Walla Cabernet Sauvignon with dark fruit and spicy notes
26996,Columbia Valley red blend with herb and berry flavors
26997,Australian Shiraz with plum and smoky flavors from Yarra Valley
26998,Cabernet Franc from Washington state with cocoa and cherry notes
26999,Washington Syrah with cherry and pepper notes under $40
27000,"Barolo with violet, cherry, and earthy notes, good tannins"
27001,"Barbaresco wine with berry, mint, and truffle flavors"
27002,Austrian red wine with blackberry and refreshing acidity
27003,"Rich Austrian Pinot Blanc with pear, apricot, and spice notes"
27004,"Barolo with ripe cherry and coffee notes, ready to drink soon"
27005,Crisp and refreshing Austrian Grüner Veltliner for aging
27006,German Riesling Auslese with peach and grapefruit flavors
27007,"Australian Shiraz with dark fruit and pepper, needs aging"
27008,Australian Riesling with orange blossom notes under $20
27009,Wahluke Slope Cabernet Sauvignon with chocolate and cherry notes around $40
27010,Barolo wine with earthy aromas and dark cherry flavor
27011,"Barolo with orange peel and cherry notes, smooth tannins"
27012,Good Bordeaux red blend under $25
27013,Smoky Haut-Médoc red blend under $25
27014,Classic Bordeaux red blend with black currant flavors under $30
27015,"Barolo with floral aromas and cherry flavor, ready to drink"
27016,California Syrah with blackberry and bacon flavors under $25
27017,"Soft, chewy Barolo with chocolate and cherry notes under $30"
27018,"Monterey Merlot with cherry and cocoa flavors, ready to drink"
27019,California Malbec with peppery and savory notes around $50
27020,Barolo Riserva with floral and incense notes under $30
27021,Elegant Barolo with berry and spice notes around $25
27022,Opulent Barbera d'Alba with dark fruit and spice notes under $30
27023,Sonoma Coast Pinot Noir with cherry and bacon notes around $25
27024,"Burgundy Chardonnay with apple and pear flavors, needs aging"
27025,rich buttery Chardonnay from Burgundy with mineral and citrus notes
27026,crisp Pinot Grigio from Santa Barbara with citrus and vanilla notes under $20
27027,"Washington Riesling with Meyer lemon and black tea flavors, good value"
27028,"Barolo wine with blackberry, plum, and licorice flavors"
27029,"Barolo wine with berry, cola and smoked ham aromas"
27030,"Barolo wine with violet, mint and gripping tannins, drink after 2018"
27031,"Sauvignon Blanc from Russian River, fruity and tangy for Asian food"
27032,"Chilean red blend under $20 with blackberry, coffee, and plum flavors"
27033,"low alcohol Moscato slightly fizzy, candied orange and jasmine"
27034,"Elegant Barolo with berry, cola, and licorice notes"
27035,Structured Barolo with dark berry tones from Serralunga d'Alba
27036,Wahluke Slope Merlot with blueberry and cherry flavors
27037,Chablis Chardonnay with minerality and ripe fruit flavors
27038,"Paso Robles rosé with cherry and plum flavors, heavy style"
27039,Santa Barbara red blend with dark fruit and tobacco notes
27040,fruity Malbec from Argentina under $15
27041,light and dry rosé wine with citrus notes
27042,crisp and refreshing rosé for a summer picnic
27043,Provence rosé with peppery and spicy notes
27044,Old Vine Zinfandel from Howell Mountain
27045,smooth red blend wine with plum and berry flavors
27046,fruity rosé of pinot noir from Sta. Rita Hills
27047,cheap and good Malbec from Mendoza Argentina
27048,Viognier from Sonoma with green apple and lemon flavors
27049,light fruity red wine with rosewater aroma
27050,Provence rosé with floral and citrus notes for summer
27051,"soft, fruity and accessible rose wine"
27052,Italian white wine with pear and beeswax notes
27053,Argentinian Cabernet Sauvignon under $15 with cherry flavor
27054,unusual malbec wine with herbal tea flavor
27055,aged Italian white wine with nutty notes
27056,Rueda Verdejo wine under $15 with white fruit and peppery notes
27057,"French Viognier with peach and apricot flavors, good value under $20"
27058,Light and easy Italian white wine with pear and almond notes
27059,"Lodi red blend for BBQ, lots of fruit and oak flavors"
27060,"Viognier from Washington state, stone fruit flavors, not too strong"
27061,"Napa Merlot, soft and easy drinking, cherry and plum notes"
27062,"French rosé wine, crisp and light, tastes like strawberries, under $15"
27063,"Cabernet Sauvignon under $15, blackberry and cocoa flavors"
27064,"Dry rosé wine with melon and herbal flavors, good for summer"
27065,"Argentinian Torrontés wine, fruity and refreshing, good price"
27066,"California Chardonnay, pear and vanilla flavors, aged in oak"
27067,"Rioja white blend, strong wood flavor, not very fruity"
27068,"Austrian Zweigelt, cherry flavor, good picnic wine under $20"
27069,"New Zealand Sauvignon Blanc, citrusy and crisp, good value under $15"
27070,"Full-bodied California Barbera, dark fruit, intense flavor"
27071,"Paso Robles Zinfandel, blackberry and lavender, unique flavor"
27072,"Finger Lakes Riesling with honey and citrus notes, around $20"
27073,Italian red wine Aglianico with plum and cherry flavors
27074,Washington red blend with fig and raisin notes
27075,crisp and refreshing Gruner Veltliner with pear and lemon
27076,affordable Austrian Gruner Veltliner with peach and spice notes
27077,New Zealand Sauvignon Blanc with grapefruit flavors under $20
27078,Italian white wine with peach and apple flavors
27079,Dry rose wine from Long Island with raspberry and grapefruit notes
27080,"New Zealand Pinot Gris with pear and spice, around $20"
27081,light and fruity Austrian red wine Zweigelt
27082,zesty and refreshing Gruner Veltliner with green apple notes
27083,French Sauvignon Blanc with tropical fruit flavors
27084,food-friendly organic rosé from Provence
27085,California rosé with raspberry and plum flavors
27086,Italian white wine Soave with apple and citrus notes
27087,Lodi Zinfandel for pulled pork
27088,crisp white wine blend Riesling and Gruner Veltliner for summer
27089,Austrian Neuburger wine with apple and citrus flavors under $25
27090,French Rosé from Provence for easy drinking
27091,Spanish Cava Brut Nature with apple and apricot flavors
27092,Cava Rosé sparkling wine from Spain under $20
27093,Grüner Veltliner from Austria with pear and citrus notes
27094,Finger Lakes Riesling with nectarine and tangerine flavors
27095,New York Chardonnay creamy lemon pear vanilla spice
27096,California Sauvignon Blanc mineral and green apple flavors
27097,Expensive Spanish red wine Vega Sicilia Unico bad vintage
27098,Kosher red blend wine dark cherry and spice
27099,Sonoma Zinfandel full-bodied needs aging
27100,Rioja Gran Reserva with tobacco and chocolate notes
27101,Rioja Reserva wine raisiny with spicy finish
27102,Ribera del Duero Tempranillo creamy and rich
27103,Portuguese red wine Douro Tinta Roriz fruity and firm
27104,"Oregon Pinot Noir with raspberry and chocolate notes, around $40"
27105,Tuscan Sangiovese blend under $25 with cherry and leather flavors
27106,"affordable red blend from Tuscany with cherry, cola, and coffee notes"
27107,"Big, bold Spanish red wine with chocolate and black licorice flavors"
27108,"German Riesling Kabinett with petrol and apple notes, around $20"
27109,"German Riesling Kabinett, honey and diesel notes, easy to drink"
27110,"Portuguese red wine with blackberry and tannins, around $10"
27111,"Crisp, refreshing Portuguese white wine with green fruit flavors"
27112,Juicy Portuguese red blend with blackberry and chocolate notes under $20
27113,Fruity and ripe Sauvignon Blanc from Catalonia with tropical fruit flavors
27114,"Oregon Riesling, tart and spicy, with citrus and strawberry notes"
27115,"Oregon Syrah with raspberry and pepper notes, easy to drink"
27116,Tinta de Toro wine from Toro Spain with ripe fruit flavors
27117,"Cabernet Sauvignon from Tuscany with coffee and vanilla notes, around $40"
27118,"Sweet Spanish Moscatel wine with apricot and peach flavors, around $20"
27119,Rich Tempranillo from Ribera del Duero with raisin and mocha notes
27120,"Spanish Merlot under $20 with cherry and chocolate notes, good with steak"
27121,"Italian red blend with coffee, leather and cherry flavors, Tuscany under $20"
27122,"Oregon Pinot Blanc with melon and peach, slightly sweet, under $15"
27123,"Verdejo from Rueda Spain with grapefruit flavors, good with food"
27124,"Austrian Riesling Wachau to age, lemon and stone fruit flavors, $60"
27125,"Beaujolais Gamay for aging, black plum and tannin, Louis Jadot, under $30"
27126,"Austrian Gruner Veltliner with plum, herbs and citrus, Wachau, around $30"
27127,"California Grenache with herbs and cherry, rich and savory, around $35"
27128,"Austrian Riesling Wachau with orange, mandarin and smoky notes, around $60"
27129,"Austrian Riesling Kremstal with apricot and lemon, good for aging, $50"
27130,"California Syrah with pepper, asphalt and dark fruit, Arroyo Grande, over $60"
27131,"California Pinot Noir Sta. Rita Hills with tea and lavender flavors, expensive"
27132,"Austrian Pinot Noir with cranberry and spice, elegant and fresh, around $40"
27133,"Canadian Bordeaux blend with blackberry and mocha, Okanagan Valley, around $40"
27134,"Austrian Gruner Veltliner with spice and fruit, lemony and peppery, around $60"
27135,"Austrian Gruner Veltliner Wachau with pear and citrus, concentrated flavor, over $60"
27136,Paso Robles red blend like Saint-Émilion under $60
27137,Paso Robles Syrah with gingerbread and blueberry flavors
27138,Côte Rôtie red blend with smoked meat flavors
27139,Austrian Grüner Veltliner with pear and pepper notes
27140,"Chianti Classico Gran Selezione for aging, 2020-2033"
27141,Ballard Canyon Grenache with floral and spicy notes
27142,Austrian Riesling with blood orange flavor
27143,Paso Robles Cabernet Sauvignon dark fruit and mocha flavors
27144,Napa Cabernet Sauvignon currant and licorice flavor
27145,"Tuscan red blend, black fruit, spice"
27146,"Austrian Riesling with citrus fruit, Traisental region"
27147,"Sta. Rita Hills Chardonnay, floral and tropical notes, under $40"
27148,"Mount Veeder Merlot, leather and vanilla notes"
27149,Mount Veeder Zinfandel violet and blackberry flavors
27150,Austrian Blaufränkisch smoky and floral notes
27151,Austrian Riesling with plum and apricot flavors under $50
27152,"Sonoma Coast Chardonnay with lemon and apple flavors, around $70"
27153,"Russian River Pinot Noir with cherry and strawberry notes, under $50"
27154,"cheap Spanish rosé wine, maybe for cooking?"
27155,"Central Valley Cabernet Sauvignon, old vine, under $15"
27156,"Earthy red blend from El Dorado, California"
27157,"Portuguese rosé wine, spicy and herbal"
27158,"Pinot Grigio from Washington State, Lake Chelan"
27159,cheap Cabernet Sauvignon with chocolate flavor
27160,"Garnacha Blanca from Spain, under $15, avoid compost taste"
27161,Australian white blend with savory flavors like onion and cheese
27162,sweet Chardonnay from South Australia
27163,"cheap Chardonnay from Chile, avoid lemon peel taste"
27164,"Ribera del Duero rosé, barrel fermented, avoid cabbage taste"
27165,"cheap Merlot from Spain, avoid fake oak taste"
27166,"expensive Burgundy Chardonnay, Grand Cru"
27167,"expensive Napa Cabernet Sauvignon, Stags Leap District"
27168,powerful and structured Corton-Charlemagne Chardonnay from Burgundy
27169,"structured Burgundy Pinot Noir with tannins, drink after 2027"
27170,powerful and concentrated Burgundy Pinot Noir from Corton-Pougets
27171,"powerful, dense Portuguese red wine with black fruit flavors"
27172,"richly structured Chablis Grand Cru, good for aging"
27173,"Russian River Chardonnay with apple, fig, and mineral flavors"
27174,"dark and structured Burgundy Pinot Noir Echézeaux, good for aging"
27175,"Brunello di Montalcino with red berry and leather aromas, $45"
27176,high-end Brunello di Montalcino Riserva with berry and spice notes
27177,"rich Burgundy Pinot Noir Chambertin Clos de Bèze, needs aging"
27178,"Paso Robles red blend: Grenache, Mourvèdre, Syrah, dark and viscous"
27179,"Brunello di Montalcino with truffle and cherry notes, good for aging"
27180,"structured Burgundy Pinot Noir Chapelle-Chambertin, needs aging"
27181,"delicious Russian River Pinot Noir Rochioli Sweetwater, balanced"
27182,dry German Riesling with green melon and lime flavors
